S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,20981491,151038144:1001,151038144:54524,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,20981491,151038144:1001,151038144:54524,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,20981500,151038144:1001,151038144:54524,0,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,20981530,151038144:1001,151038144:54524,0,0,0,0,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,20981550,151038144:1001,151038144:54524,0,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,20981550,151038144:1001,151038144:54524,0,0,0,0,
Data in bytes: 
		11 c0 a8 00 09 e9 03 c0 a8 00 09 fc d4


Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,20981570,151038144:1001,151038144:54524,0,0,0,0,
Rcv,Nrm,    4,    2,Unknown,472,20981570,151038144:1001,151038144:54524,0,0,0,2,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,20981571,151038144:1001,151038144:54524,0,0,0,1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,20981571,151038144:1001,151038144:54524,0,0,0,0,
Data in bytes: 
		53 00 00 00 00 00 00 00 0e 9c 02 00 00 00 00 00
		05 00 00 00 78 21 00 00 fc d4 00 00 00 00 00 00
		00 00 77 01 00 f4 d7 d3 09 f4 d7 d3 09 80 76 db
		22 b0 f5 46 00 ae 23 8d 01 8c 4d


Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,20981600,151038144:1001,151038144:54524,0,0,0,0,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,20981600,151038144:1001,151038144:54524,0,0,0,0,
Snd,Nrm,4294967295,    4,Unknown,416,20981600,151038144:1001,151038144:54524,0,0,0,0,
Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,20981622,151038144:1001,151038144:54524,0,0,0,0,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,20981622,151038144:1001,151038144:54524,0,0,0,0,
Rcv,Nrm,    7,    4,Unknown,7672,20981650,151038144:1001,151038144:54524,0,0,0,0,
Data in bytes: 
		53 01 00 00 00 00 00 00 58 00 69 00 70 00 68 00
		6f 00 73 00 65 00 65 00 72 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 4c 00 65 00 69 00
		6e 00 61 00 64 00 73 00 63 00 68 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
		00 00 00 00 00 00 00 00 00 00 00 00 09 04 01 32
		00 37 00 32 00 34 00 32 00 39 00 30 00 35 00 36
		00 20 00 70 00 2c 00 35 00 34 00 33 00 30 00 33
		00 39 00 34 00 38 00 38 00 20 00 76 00 62 00 79
		00 74 00 65 00 73 00 2e 00 33 00 38 00 20 00 6e
		00 2d 00 75 00 73 00 65 00 2e 00 31 00 36 00 34
		00 36 00 34 00 33 00 31 00 32 00 20 00 54 00 4b
		00 62 00 2d 00 70 00 6d 00 65 00 6d 00 2e 00 31
		00 30 00 31 00 32 00 34 00 31 00 31 00 36 00 20
		00 46 00 4b 00 62 00 20 00 70 00 6d 00 65 00 6d
		00 2e 00 33 00 32 00 39 00 32 00 36 00 37 00 38
		00 38 00 20 00 54 00 4b 00 62 00 20 00 70 00 66
		00 69 00 6c 00 65 00 2e 00 32 00 35 00 32 00 37
		00 38 00 32 00 38 00 34 00 20 00 46 00 4b 00 62
		00 20 00 70 00 66 00 69 00 6c 00 65 00 2e 00 32
		00 30 00 39 00 37 00 30 00 32 00 34 00 20 00 54
		00 4b 00 62 00 79 00 74 00 65 00 73 00 20 00 76
		00 6d 00 65 00 6d 00 2e 00 20 00 0a 00 31 00 32
		00 39 00 39 00 39 00 36 00 30 00 20 00 46 00 4b
		00 62 00 20 00 76 00 6d 00 65 00 6d 00 2e 00 50
		00 20 00 34 00 31 00 32 00 30 00 33 00 37 00 31
		00 32 00 30 00 20 00 70 00 2c 00 36 00 30 00 34
		00 36 00 31 00 30 00 35 00 36 00 30 00 20 00 76
		00 2e 00 00 00 94 f5 46 00 48 f7 46 00 08 f9 2e
		01 60 fd 51 02 00 87 92 16 80 f2 46 01 02 00 00
		00 02 00 00 00 c0 5f ce 16 29 0c 2d 01 90 f2 46
		00 8c f2 46 00 00 00 00 00 00 00 00 00 17 00 00
		00 00 00 00 00 00 00 00 00 6e 5a f1 0c ae 38 56
		14 b8 7f 6f 02 00 00 00 00 17 00 00 00 17 00 00
		00 e0 f2 46 00 e7 0b 2d 01 80 38 56 14 ae 38 56
		14 40 5a f1 0c 6e 5a f1 0c 40 f3 46 00 2e 00 00
		00 80 f3 46 00 bc e5 51 04 00 00 00 00 b8 7f 6f
		02 80 f3 46 00 e9 e0 61 01 40 5a f1 0c b0 7e 41
		00 4d 00 44 00 20 00 52 00 61 00 64 00 65 00 6f
		00 6e 00 20 00 48 00 44 00 20 00 37 00 35 00 36
		00 30 00 44 00 20 00 28 00 48 00 41 00 4c 00 2d
		00 50 00 55 00 52 00 45 00 20 00 4d 00 54 00 20
		00 48 00 57 00 56 00 50 00 29 00 00 00 b8 7f 6f
		02 00 00 00 00 17 00 00 00 17 00 00 00 7c f3 46
		00 e7 0b 2d 01 40 5a f1 0c 6e 5a f1 0c 80 38 56
		14 ae 38 56 14 74 f4 46 00 48 f7 46 00 01 00 00
		00 bc e5 51 04 00 00 00 00 b8 7f 6f 02 bc f4 46
		00 e9 e0 61 01 40 5a f1 0c b0 7e 2a 01 40 5a f1
		0c 30 00 00 00 74 f4 46 00 b0 f4 46 00 78 5f 1a
		02 ff ff ff ff 53 14 2e 01 13 a9 00 02 78 f8 44
		04 74 98 00 02 00 00 00 00 9f f4 46 00 9f f4 46
		00 7f 13 00 00 c8 f3 46 00 18 2d 44 54 fb 21 09
		40 dc f3 46 00 78 f8 44 04 a9 60 9e 00 a8 f4 46
		00 94 f4 46 00 28 f4 46 00 6c 20 da 00 00 00 04
		00 00 00 4a 02 00 00 15 00 01 10 14 01 00 00 06
		00 00 00 01 00 00 00 b1 1d 00 00 02 00 00 00


Snd,Nrm,4294967295,    7,Unknown,6624,20981711,151038144:1001,151038144:54524,0,0,0,1,
Snd,Nrm,    6,    8,Unknown,6624,20981861,151038144:1001,151038144:54524,0,0,0,1,
Rcv,Nrm,    8,    5,ID_DISCONNECTION_NOTIFICATION,8,20985356,151038144:1001,151038144:54524,0,0,0,3,
Rcv,Nrm,    8,    6,ID_DISCONNECTION_NOTIFICATION,8,20985356,151038144:1001,151038144:54524,0,0,0,3,
Rcv,Nrm,    8,    7,ID_DISCONNECTION_NOTIFICATION,8,20985356,151038144:1001,151038144:54524,0,0,0,3,
Rcv,Nrm,    8,    8,ID_DISCONNECTION_NOTIFICATION,8,20985356,151038144:1001,151038144:54524,0,0,0,3,
Rcv,Nrm,    8,    9,ID_DISCONNECTION_NOTIFICATION,8,20985356,151038144:1001,151038144:54524,0,0,0,3,
