S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,16101260,151038144:1001,151038144:64839,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,16101260,151038144:1001,151038144:64839,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,16101270,151038144:1001,151038144:64839,0,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,16101300,151038144:1001,151038144:64839,0,0,0,0,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,16101320,151038144:1001,151038144:64839,0,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,16101320,151038144:1001,151038144:64839,0,0,0,0,
Rcv,Nrm,    3,    1,Unknown,472,16101320,151038144:1001,151038144:64839,0,0,0,2,
Data in bytes: 
		11 c0 a8 00 09 e9 03 c0 a8 00 09 47 fd


Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,16101350,151038144:1001,151038144:64839,0,0,0,1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,16101350,151038144:1001,151038144:64839,0,0,0,0,
Data in bytes: 
		53 00 00 00 00 00 00 00 0e 9c 02 00 00 00 00 00
		05 00 00 00 cc 1b 00 00 47 fd 00 00 00 00 00 00
		00 00 77 01 00 ec 99 12 0a ec 99 12 0a c0 51 a4
		0f b0 f4 1c 00 ae 23 3d 01 54 74


Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,16101380,151038144:1001,151038144:64839,0,0,0,2,
Snd,Nrm,4294967295,    4,Unknown,416,16101380,151038144:1001,151038144:64839,0,0,0,0,
Rcv,Nrm,    4,    2,ID_INTERNAL_PING,40,16101380,151038144:1001,151038144:64839,0,0,0,0,
Rcv,Nrm,    5,    2,ID_CONNECTED_PONG,72,16101380,151038144:1001,151038144:64839,0,0,0,0,
Snd,Nrm,4294967295,    6,ID_CONNECTED_PONG,72,16101410,151038144:1001,151038144:64839,0,0,0,0,
